N,P,K,temperature,humidity,ph,rainfall,label
27.28,69.11,25.38,27.87,75.81,7.75,92.96,blackgram
30.25,150.01,208.33,22.15,92.07,6.21,107.12,apple
12.96,33.68,29.57,31.17,47.77,6.19,110.66,mango
60.22,95.66,42.62,28.37,82.96,5.46,118.21,banana
24.7,118.31,201.23,23.12,91.4,6.05,98.13,apple
139.07,55.08,26.54,22.66,84.02,7.69,66.23,cotton
70.07,55.52,32.07,23.77,84.52,6.83,186.99,rice
46.56,76.64,18.88,26.69,50.81,6.76,58.74,blackgram
109.65,23.99,56.25,27.57,92.42,5.79,23.66,muskmelon
83.67,22.78,60.16,21.26,91.79,6.43,51.28,watermelon
96.63,34.33,27.99,23.08,60.92,6.36,173.39,coffee
92.11,20.92,45.45,29.23,84.37,6.84,56.19,watermelon
81.14,45.45,47.67,22.23,77.61,6.36,168.03,jute
42.01,69.83,76.41,20.76,13.63,7.74,53.08,chickpea
68.3,40.9,46.26,21.7,76.95,7.28,181.1,jute
22.95,36.1,14.09,25.09,85.66,6.39,55.41,mungbean
8.9,128.39,224.09,23.58,83.21,6.69,63.94,grapes
87.28,38.55,35.77,26.51,76.56,6.27,145.53,jute
24.97,67.75,27.08,31.43,76.67,7.08,47.2,mungbean
29.27,159.78,205.25,17.83,90.33,6.15,106.68,apple
10.8,145.87,201.23,18.7,80.8,6.23,65.0,grapes
26.35,23.2,37.45,28.13,97.21,5.47,137.44,coconut
21.48,51.88,27.5,24.0,49.51,6.34,57.58,mothbeans
85.3,48.64,4.2,20.18,63.85,5.7,103.0,maize
20.58,21.24,32.86,30.22,97.59,5.72,130.12,coconut
15.42,9.03,39.93,20.48,88.26,6.67,92.99,pomegranate
69.44,49.63,38.64,22.42,75.72,6.33,202.14,jute
88.98,68.01,28.47,26.94,77.75,5.19,128.78,banana
29.97,90.2,21.18,23.38,32.51,5.95,194.16,pigeonpeas
49.58,85.08,22.04,25.83,62.94,7.25,99.02,blackgram
60.19,52.22,42.97,24.5,83.73,6.06,244.29,rice
33.19,74.36,30.69,20.37,42.76,5.36,178.86,pigeonpeas
16.2,15.56,29.47,35.42,56.44,6.9,112.65,mango
19.86,14.9,34.45,15.73,87.22,6.68,93.94,pomegranate
17.17,145.72,187.43,22.2,84.37,6.0,78.77,grapes
9.88,139.55,197.69,24.27,89.98,5.82,129.83,apple
56.85,75.42,19.14,33.05,52.9,6.43,35.33,blackgram
15.69,6.67,6.96,27.19,87.53,7.0,110.51,orange
73.38,50.19,22.0,27.73,64.24,6.44,103.24,maize
126.73,28.49,28.01,26.51,56.73,7.55,159.9,coffee
100.72,19.88,57.68,29.58,91.48,6.34,48.49,muskmelon
18.43,84.95,21.38,21.49,25.0,5.91,121.78,kidneybeans
13.11,119.7,205.77,26.4,86.48,6.78,68.99,grapes
13.76,78.73,23.99,34.76,39.22,5.57,159.26,pigeonpeas
86.5,26.31,28.45,27.39,63.56,6.91,159.93,coffee
17.05,16.57,9.03,22.37,95.86,6.95,92.56,orange
109.63,71.7,45.16,26.99,79.83,6.27,64.7,banana
22.01,30.39,28.73,32.08,47.3,5.8,89.51,mango
10.11,147.27,198.47,24.11,83.6,5.61,76.85,grapes
20.5,71.99,33.95,23.17,62.46,6.96,62.07,lentil
